trend,audience,mechanic,loop,money,format,has_ai,word_count,year,created,votes,hit,name
other,other,tracker,none,unknown,other,1,32,2023,2023-12-09,1,0,Algomax
creator,other,utility,none,unknown,web,1,48,2023,2023-12-09,1,0,Minute Pop Review
other,students,utility,none,unknown,web,1,57,2023,2023-12-09,6,0,Kelimenin Kökü
productivity,creators_solo,utility,shareable_output,freemium,other,1,48,2023,2023-12-08,1,0,AIDocumentMaker
other,other,ai_generator,none,unknown,chat_voice,1,47,2023,2023-12-08,0,0,dappslap
other,other,utility,none,unknown,other,1,30,2023,2023-12-08,5,0,AIHumanize.com
productivity,other,marketplace,none,unknown,web,1,48,2023,2023-12-08,2,0,Drop Your AI
other,other,ai_assistant,none,unknown,chat_voice,1,47,2023,2023-12-08,254,1,CopilotKit
dating_social,other,marketplace,community,unknown,other,1,41,2023,2023-12-08,114,0,Depth Tale
productivity,businesses,tracker,none,unknown,other,1,42,2023,2023-12-08,25,0,NeoAnalyst
other,students,utility,none,unknown,other,1,51,2023,2023-12-08,101,0,BigRead.ai
other,other,ai_assistant,none,unknown,chat_voice,1,39,2023,2023-12-08,94,0,Bottomright AI
finance,other,utility,invite_collab,unknown,other,1,50,2023,2023-12-08,2,0,Sonar Profiler
finance,consumers,tracker,none,unknown,other,1,61,2023,2023-12-08,2,0,7Assets
other,businesses,utility,none,unknown,other,1,43,2023,2023-12-08,131,0,Cold Mail Bot
other,other,ai_generator,none,unknown,web,1,36,2023,2023-12-08,205,0,Imagine with Meta AI
ai_agents,developers,utility,none,unknown,api_dev,1,47,2023,2023-12-08,277,1,Agent M - Powered by Floatbot.AI
other,businesses,ai_assistant,none,unknown,web,1,44,2023,2023-12-08,296,1,Interview Copilot by Final Round AI
other,other,utility,none,unknown,web,1,29,2023,2023-12-08,91,0,Swiftbrief V2
other,consumers,ai_generator,none,unknown,other,1,41,2023,2023-12-08,3,0,Visionati
productivity,other,ai_generator,none,freemium,chat_voice,1,50,2023,2023-12-08,9,0,Crikk
other,consumers,ai_generator,none,unknown,other,1,43,2023,2023-12-08,3,0,Pic A Pet Name
other,developers,utility,none,unknown,mobile,1,39,2023,2023-12-08,1,0,Code Gen GPTs for iOS Devs
other,businesses,utility,none,b2b,web,1,45,2023,2023-12-08,2,0,DigitBridge
dating_social,other,social_feed,shareable_output,unknown,other,1,50,2023,2023-12-08,3,0,Prompters
other,other,social_feed,shareable_output,unknown,other,1,36,2023,2023-12-08,12,0,Translate This Video
creator,other,utility,shareable_output,unknown,other,1,52,2023,2023-12-08,3,0,ZMO - AI Fashion Model
other,creators_solo,marketplace,none,freemium,other,1,48,2023,2023-12-08,55,0,freeAItool
productivity,developers,utility,none,unknown,chat_voice,1,53,2023,2023-12-08,2,0,ChatAIr
other,other,ai_generator,none,unknown,web,1,47,2023,2023-12-08,194,0,Outboundly.ai
productivity,consumers,ai_generator,none,unknown,other,1,40,2023,2023-12-08,109,0,CostGPT
other,other,ai_assistant,none,unknown,chat_voice,1,43,2023,2023-12-08,250,1,Flux
other,other,social_feed,shareable_output,unknown,web,1,50,2023,2023-12-08,188,0,Vizard
other,students,utility,none,unknown,chat_voice,1,37,2023,2023-12-08,3,0,Ramayan Quest
other,other,utility,none,unknown,other,1,31,2023,2023-12-08,5,0,Funny AI
other,other,ai_assistant,none,freemium,other,1,29,2023,2023-12-08,3,0,Forma
finance,other,utility,none,freemium,other,1,43,2023,2023-12-08,3,0,FinBo
other,other,ai_generator,none,unknown,chat_voice,1,45,2023,2023-12-08,4,0,OctiAI V2
other,other,tracker,none,unknown,other,1,33,2023,2023-12-08,3,0,CleverCharts
other,other,ai_generator,none,unknown,other,1,51,2023,2023-12-07,1,0,Local Buddy
other,businesses,social_feed,none,unknown,web,1,25,2023,2023-12-07,2,0,Scourz
mental_health,developers,utility,none,freemium,web,1,48,2023,2023-12-07,4,0,Golain
ai_agents,developers,tracker,none,unknown,other,1,55,2023,2023-12-07,1,0,Cybergod
other,other,utility,none,unknown,other,1,48,2023,2023-12-07,1,0,AI Hair Designer
other,businesses,tracker,none,freemium,web,1,33,2023,2023-12-07,4,0,BizyPal
other,other,utility,none,unknown,other,1,45,2023,2023-12-07,4,0,Memeface
productivity,developers,utility,invite_collab,unknown,api_dev,1,54,2023,2023-12-07,120,0,KATA Teams
other,businesses,utility,none,b2b,web,1,41,2023,2023-12-07,2,0,Bluelupin Technologies Pvt. Ltd.
other,creators_solo,ai_generator,none,unknown,other,1,42,2023,2023-12-07,214,0,Animaker AI
other,developers,utility,none,unknown,other,1,32,2023,2023-12-07,4,0,FalkorDB
productivity,consumers,tracker,none,freemium,other,1,52,2023,2023-12-07,108,0,SplitMyExpenses 2.0
productivity,other,utility,invite_collab,unknown,other,1,44,2023,2023-12-07,429,1,Strut AI
other,other,ai_assistant,none,unknown,chat_voice,1,54,2023,2023-12-07,47,0,Iwand style
productivity,consumers,ai_generator,none,unknown,browser_ext,1,48,2023,2023-12-07,12,0,ReplaiGPT
other,students,utility,none,unknown,chat_voice,1,39,2023,2023-12-07,5,0,Just Think AI
other,other,utility,none,unknown,other,1,49,2023,2023-12-07,8,0,Dream House
ai_agents,other,utility,none,unknown,other,1,46,2023,2023-12-07,28,0,Atlas-1
productivity,developers,utility,none,freemium,api_dev,1,45,2023,2023-12-07,252,1,JetBrains AI
other,other,ai_assistant,none,freemium,chat_voice,1,57,2023,2023-12-07,247,1,AI Applicant Sorting
productivity,other,utility,none,unknown,mobile,1,43,2023,2023-12-07,322,1,VEED Captions App
productivity,developers,utility,none,unknown,api_dev,1,57,2023,2023-12-07,432,1,Kombai for Email
productivity,other,utility,none,subscription,other,1,48,2023,2023-12-07,8,0,UX Pros
other,businesses,ai_generator,none,unknown,other,1,17,2023,2023-12-07,2,0,ProductDescriber
other,businesses,tracker,none,unknown,chat_voice,1,43,2023,2023-12-07,3,0,Speechforms
productivity,other,utility,none,unknown,mobile,1,54,2023,2023-12-07,4,0,Solvable
creator,creators_solo,ai_assistant,none,unknown,other,1,55,2023,2023-12-07,2,0,Affiliate program by Coachvox AI
other,developers,ai_generator,none,freemium,api_dev,1,27,2023,2023-12-07,7,0,Embedefy
finance,other,utility,none,unknown,other,1,38,2023,2023-12-07,3,0,ApexAlgo
other,developers,utility,none,unknown,mobile,1,43,2023,2023-12-07,532,1,Gemini
productivity,businesses,ai_generator,shareable_output,unknown,chat_voice,1,43,2023,2023-12-07,2,0,Abobos Account Payable Automation
other,other,utility,none,unknown,web,1,46,2023,2023-12-07,3,0,Gedeon
other,developers,tracker,none,unknown,api_dev,1,26,2023,2023-12-07,201,0,Openlayer
creator,creators_solo,utility,none,unknown,other,1,43,2023,2023-12-07,148,0,Xound
productivity,students,utility,none,freemium,chat_voice,1,66,2023,2023-12-07,65,0,ChatGPT for Work: The Interactive Course
other,other,social_feed,none,unknown,web,1,53,2023,2023-12-07,20,0,Make Me Epic
productivity,other,marketplace,none,unknown,web,1,49,2023,2023-12-07,3,0,FacesearchAI
productivity,other,ai_assistant,none,unknown,chat_voice,1,55,2023,2023-12-07,2,0,cFlow
productivity,consumers,utility,none,unknown,chat_voice,1,36,2023,2023-12-07,119,0,Echonotes
other,businesses,social_feed,none,unknown,other,1,53,2023,2023-12-07,5,0,WordAdAI
dating_social,other,social_feed,community,freemium,other,1,50,2023,2023-12-07,150,0,AI Adventure
other,other,marketplace,none,unknown,web,1,48,2023,2023-12-07,4,0,Trend Guards
finance,other,utility,none,subscription,other,1,49,2023,2023-12-07,11,0,AI Furniture Planner
other,other,marketplace,none,unknown,other,1,25,2023,2023-12-07,2,0,Nichely
other,students,ai_assistant,none,unknown,mobile,1,53,2023,2023-12-07,127,0,Ello
other,consumers,utility,none,unknown,other,1,56,2023,2023-12-07,25,0,SantaKnowsYou (AI Santa)
other,other,utility,none,freemium,other,1,43,2023,2023-12-07,39,0,DeepSwapper
productivity,developers,utility,none,unknown,other,1,44,2023,2023-12-06,3,0,FreshlyAI
other,businesses,ai_assistant,invite_collab,unknown,chat_voice,1,46,2023,2023-12-06,128,0,UX Writing Assistant for Teams
other,other,ai_generator,none,unknown,other,1,57,2023,2023-12-06,7,0,LinkedIn Job Tools
productivity,businesses,tracker,none,unknown,web,1,38,2023,2023-12-06,4,0,SkyDeck.ai
other,other,ai_generator,none,unknown,other,1,42,2023,2023-12-06,9,0,Puppy AI
other,developers,ai_generator,none,unknown,api_dev,1,41,2023,2023-12-06,5,0,DevCV
other,students,utility,none,unknown,mobile,1,45,2023,2023-12-06,4,0,VidMaskPro
productivity,developers,utility,none,unknown,api_dev,1,40,2023,2023-12-06,142,0,Krater.ai
productivity,other,utility,none,unknown,other,1,44,2023,2023-12-06,71,0,Picmojo
other,developers,utility,none,unknown,web,1,42,2023,2023-12-06,309,1,TableFlow
productivity,businesses,ai_generator,invite_collab,unknown,other,1,45,2023,2023-12-06,213,0,Streak AI
other,students,ai_generator,none,unknown,web,1,48,2023,2023-12-06,4,0,MagicAnimate Playground
other,developers,utility,none,unknown,api_dev,1,31,2023,2023-12-06,152,0,Superpowered AI
other,other,tracker,none,unknown,web,1,44,2023,2023-12-06,30,0,ClientZen
productivity,other,utility,none,unknown,browser_ext,1,37,2023,2023-12-06,20,0,Blenny AI
other,businesses,ai_generator,none,unknown,chat_voice,1,52,2023,2023-12-06,4,0,"Lucy, AI phone answering assistant"
productivity,other,marketplace,none,freemium,browser_ext,1,40,2023,2023-12-06,104,0,Gondolin
finance,other,marketplace,shareable_output,unknown,mobile,1,37,2023,2023-12-06,1,0,aterio.io
other,businesses,ai_generator,none,freemium,other,1,55,2023,2023-12-06,11,0,ShotRate.com
finance,students,marketplace,none,unknown,chat_voice,1,41,2023,2023-12-06,32,0,Corgi AI - Your language teacher
other,other,utility,none,unknown,other,1,47,2023,2023-12-06,3,0,Max Profile
other,businesses,utility,none,unknown,browser_ext,1,48,2023,2023-12-06,25,0,SuperKeen AI
productivity,consumers,ai_assistant,none,unknown,chat_voice,1,56,2023,2023-12-06,114,0,Searchie Copilot
other,consumers,ai_generator,none,unknown,other,1,49,2023,2023-12-06,3,0,Dreambience: Sleep & Meditate
other,other,ai_generator,none,unknown,web,1,47,2023,2023-12-06,409,1,Kommunicate GenAI
other,other,ai_generator,none,unknown,browser_ext,1,46,2023,2023-12-06,2,0,CareerComposeAI
ai_agents,other,utility,none,unknown,other,1,51,2023,2023-12-06,5,0,Cart Buddy GPT
other,other,ai_generator,none,freemium,chat_voice,1,52,2023,2023-12-06,4,0,VideoPlus Studio
other,businesses,ai_generator,none,unknown,chat_voice,1,60,2023,2023-12-06,6,0,One-Click GPT for Business
other,other,utility,none,unknown,other,1,53,2023,2023-12-06,231,0,Stey.ai
other,other,utility,community,unknown,other,1,50,2023,2023-12-06,11,0,Roast My Desk
ai_agents,developers,social_feed,shareable_output,unknown,web,1,54,2023,2023-12-06,12,0,Monoid
productivity,businesses,tracker,invite_collab,unknown,chat_voice,1,53,2023,2023-12-06,8,0,Copilot by Chattermill
other,businesses,utility,none,unknown,web,1,46,2023,2023-12-06,75,0,Wizlink AI
productivity,other,ai_generator,none,unknown,web,1,43,2023,2023-12-06,2,0,schemawriter.ai
productivity,consumers,ai_generator,none,unknown,other,1,54,2023,2023-12-06,116,0,Daily Read - Podcast of Your Meetings
other,consumers,ai_generator,none,unknown,other,1,39,2023,2023-12-06,1,0,GPT LinkedIn Post Generator
other,other,tracker,none,unknown,other,1,25,2023,2023-12-06,1,0,UXNEW
dating_social,other,utility,none,unknown,chat_voice,1,46,2023,2023-12-06,2,0,What-A-Prompt
dating_social,businesses,ai_assistant,none,unknown,web,1,52,2023,2023-12-05,5,0,Afiniq - AI Business Coach
other,other,ai_generator,none,unknown,other,1,35,2023,2023-12-05,177,0,Visual Electric
other,developers,utility,none,unknown,api_dev,1,48,2023,2023-12-05,6,0,Pipeless
other,other,utility,none,freemium,mobile,1,53,2023,2023-12-05,6,0,Sih AI
productivity,students,ai_generator,none,unknown,web,1,45,2023,2023-12-05,2,0,Doctrina AI Website
other,other,tracker,none,unknown,other,1,58,2023,2023-12-05,254,1,Dumbbell AI
other,other,tracker,none,unknown,other,1,38,2023,2023-12-05,3,0,Track GPTs
productivity,businesses,utility,invite_collab,freemium,other,1,51,2023,2023-12-05,2,0,AutomatikTeam
productivity,businesses,utility,none,unknown,web,1,24,2023,2023-12-05,2,0,DocSpark
other,other,utility,none,unknown,other,1,54,2023,2023-12-05,2,0,zero1cine
other,developers,utility,none,unknown,api_dev,1,45,2023,2023-12-05,136,0,SuperDuperDB
other,businesses,utility,none,unknown,web,1,53,2023,2023-12-05,170,0,Toofan
other,other,utility,none,unknown,other,1,33,2023,2023-12-05,3,0,echotalent.net
other,other,utility,none,unknown,other,1,37,2023,2023-12-05,20,0,HomeStaging.io
other,other,social_feed,none,freemium,other,1,42,2023,2023-12-05,97,0,Creato
productivity,consumers,ai_generator,none,unknown,chat_voice,1,40,2023,2023-12-05,549,1,Spellar AI
other,other,ai_generator,none,unknown,other,1,26,2023,2023-12-05,104,0,AltPlot
other,other,ai_generator,none,unknown,other,1,13,2023,2023-12-05,3,0,SDXL TURBO ONLINE
other,other,ai_generator,none,unknown,web,1,51,2023,2023-12-05,10,0,AI-Powered Marketing
other,developers,social_feed,invite_collab,unknown,other,1,30,2023,2023-12-05,195,0,MagicAnimate
other,developers,tracker,none,unknown,mobile,1,36,2023,2023-12-05,148,0,Hubble.cx
other,developers,tracker,none,unknown,chat_voice,1,49,2023,2023-12-05,89,0,Aureo.io
productivity,businesses,utility,invite_collab,unknown,chat_voice,1,51,2023,2023-12-05,346,1,Respell
other,developers,ai_assistant,invite_collab,unknown,api_dev,1,32,2023,2023-12-05,192,0,Watermelon
other,consumers,utility,none,unknown,other,1,52,2023,2023-12-05,16,0,Hey Commish
dating_social,developers,utility,none,unknown,api_dev,1,56,2023,2023-12-05,4,0,Cloud Data Connect Data Matching Wizard
other,developers,ai_generator,none,unknown,api_dev,1,51,2023,2023-12-05,58,0,Full Stack AI
productivity,developers,utility,none,unknown,api_dev,1,43,2023,2023-12-05,3,0,Mr. Prompts
other,developers,ai_generator,none,unknown,chat_voice,1,51,2023,2023-12-05,2,0,AI For Contents
productivity,businesses,utility,none,b2b,web,1,48,2023,2023-12-05,2,0,JAQi® AI Search Engine
productivity,consumers,ai_generator,none,freemium,web,1,35,2023,2023-12-05,124,0,Transcriptal
other,other,utility,none,unknown,other,1,44,2023,2023-12-05,298,1,Magnific AI
other,other,ai_generator,none,unknown,mobile,1,53,2023,2023-12-05,55,0,HeyGen Instant Avatar
productivity,consumers,social_feed,shareable_output,unknown,chat_voice,1,48,2023,2023-12-05,44,0,ChatGPT Wrapped
other,consumers,utility,none,unknown,other,1,48,2023,2023-12-05,2,0,Decembra
other,other,utility,none,unknown,other,1,35,2023,2023-12-05,5,0,Dreamcatcher
creator,creators_solo,ai_generator,community,unknown,other,1,43,2023,2023-12-05,204,0,Competely
other,consumers,ai_generator,none,freemium,other,1,44,2023,2023-12-05,6,0,Stockvistas
ai_agents,other,marketplace,none,unknown,chat_voice,1,54,2023,2023-12-05,109,0,PenParrot
other,other,utility,none,unknown,chat_voice,1,45,2023,2023-12-05,2,0,Calypso-3B
productivity,businesses,utility,invite_collab,unknown,web,1,50,2023,2023-12-05,18,0,Sigma AI
other,developers,utility,none,unknown,api_dev,1,51,2023,2023-12-05,48,0,LabelGPT
other,other,ai_generator,none,unknown,other,1,44,2023,2023-12-05,15,0,Ai Background Generation
other,other,ai_generator,none,freemium,other,1,25,2023,2023-12-05,8,0,Stable Video Diffusion Online
productivity,developers,utility,none,unknown,chat_voice,1,46,2023,2023-12-05,108,0,ToolBox MacOS
other,businesses,utility,none,unknown,web,1,33,2023,2023-12-05,2,0,PencilsOut
other,consumers,ai_generator,none,unknown,web,1,26,2023,2023-12-05,97,0,GPT Crawler
other,other,utility,none,unknown,api_dev,1,41,2023,2023-12-05,2,0,Spacesium Scout
other,developers,utility,none,unknown,api_dev,1,19,2023,2023-12-05,7,0,PikaPiku
other,other,marketplace,none,freemium,other,1,53,2023,2023-12-04,4,0,LegislatureAI
creator,businesses,utility,none,unknown,chat_voice,1,51,2023,2023-12-04,8,0,Unmixr AI
finance,businesses,ai_assistant,none,unknown,chat_voice,1,52,2023,2023-12-04,435,1,Papermark AI
other,businesses,tracker,none,b2b,other,1,26,2023,2023-12-04,2,0,Datagram
other,developers,utility,none,unknown,other,1,26,2023,2023-12-04,8,0,GPTAuth™
other,other,utility,none,unknown,other,1,22,2023,2023-12-04,124,0,Generavitae
productivity,developers,ai_assistant,none,unknown,chat_voice,1,47,2023,2023-12-04,209,0,Chatio.ai
productivity,consumers,social_feed,community,unknown,mobile,1,46,2023,2023-12-04,106,0,GetZingAI
other,other,utility,none,unknown,other,1,38,2023,2023-12-04,232,0,Watermark Remover by Magic Studio
productivity,businesses,utility,none,unknown,other,1,60,2023,2023-12-04,7,0,Moshi
other,consumers,ai_generator,none,unknown,web,1,39,2023,2023-12-04,145,0,ddle.dev
productivity,other,ai_generator,none,unknown,other,1,46,2023,2023-12-04,191,0,PPTX.ai
ai_agents,businesses,ai_assistant,none,subscription,chat_voice,1,52,2023,2023-12-04,235,1,Swifty
finance,students,tracker,none,unknown,other,1,41,2023,2023-12-04,4,0,HypeIndex Ai
productivity,businesses,ai_generator,none,unknown,other,1,35,2023,2023-12-04,171,0,Amazon Q
other,developers,social_feed,shareable_output,unknown,api_dev,1,50,2023,2023-12-04,10,0,ZAPT
creator,creators_solo,utility,none,freemium,mobile,1,59,2023,2023-12-04,812,1,D-ID Creative Reality™ Studio Mobile App
creator,students,ai_assistant,none,unknown,chat_voice,1,47,2023,2023-12-04,4,0,Academi.AI: AI Study Assistant
other,students,ai_generator,none,unknown,other,1,41,2023,2023-12-04,3,0,TaleWeaver
mental_health,other,ai_generator,none,unknown,browser_ext,1,62,2023,2023-12-04,6,0,Reply Boy - 1000𝕏 Your Twitter Views
productivity,businesses,utility,none,unknown,chat_voice,1,46,2023,2023-12-04,3,0,ScriptioAI Review
productivity,developers,ai_generator,community,unknown,api_dev,1,44,2023,2023-12-04,4,0,Whattocode
productivity,students,utility,none,freemium,other,1,47,2023,2023-12-04,3,0,Free AI YouTube Summarizer
other,other,utility,shareable_output,unknown,chat_voice,1,33,2023,2023-12-04,24,0,Archie AI
productivity,other,utility,none,unknown,chat_voice,1,31,2023,2023-12-04,5,0,BrutusAI: ChatGPT Powered Search for Mac
other,students,utility,none,unknown,web,1,27,2023,2023-12-04,3,0,SafeSpace
other,developers,utility,none,unknown,api_dev,1,45,2023,2023-12-04,9,0,novita.ai Replace Background
other,other,utility,none,unknown,mobile,1,44,2023,2023-12-04,3,0,New Profile Pic App
dating_social,consumers,utility,none,unknown,chat_voice,1,39,2023,2023-12-03,2,0,Rednit
mental_health,other,ai_generator,none,unknown,other,1,45,2023,2023-12-03,1,0,Van Gogh Visions
other,developers,utility,none,unknown,api_dev,1,51,2023,2023-12-03,3,0,LeResume.net
other,other,utility,none,freemium,web,1,34,2023,2023-12-03,3,0,YouTube transcripts Downloader
other,businesses,utility,invite_collab,unknown,other,1,49,2023,2023-12-03,3,0,AI2DocReview
productivity,other,utility,none,unknown,other,1,44,2023,2023-12-03,5,0,Clemory
other,other,utility,none,unknown,other,1,55,2023,2023-12-03,4,0,AI Pet Photos
other,developers,ai_generator,none,unknown,other,1,44,2023,2023-12-03,7,0,CodeMode's Idea Validator
other,other,utility,none,unknown,web,1,42,2023,2023-12-03,3,0,Insprints
productivity,other,tracker,none,unknown,other,1,33,2023,2023-12-03,17,0,StructiFi
other,students,ai_generator,none,freemium,chat_voice,1,37,2023,2023-12-03,15,0,Video Summary AI
productivity,other,ai_generator,none,subscription,web,1,53,2023,2023-12-03,374,1,iMean Shopping
creator,creators_solo,ai_generator,none,unknown,web,1,55,2023,2023-12-03,365,1,FastCut
mental_health,other,tracker,none,unknown,other,1,55,2023,2023-12-03,312,1,Plus AI Google Analytics Reports
other,consumers,ai_generator,none,unknown,web,1,38,2023,2023-12-03,4,0,Stock Photo AI
other,students,tracker,none,unknown,other,1,51,2023,2023-12-03,9,0,Likewise Learn
productivity,developers,ai_generator,none,unknown,chat_voice,1,46,2023,2023-12-03,3,0,ChatPDF-AI
other,other,social_feed,none,unknown,other,1,44,2023,2023-12-03,9,0,Interview mentor AI
other,other,utility,none,unknown,mobile,1,48,2023,2023-12-03,9,0,Captions
other,businesses,utility,none,unknown,web,1,46,2023,2023-12-03,9,0,Paillor
other,consumers,ai_assistant,none,unknown,chat_voice,1,45,2023,2023-12-03,14,0,Renovy
productivity,students,utility,none,unknown,other,1,36,2023,2023-12-03,9,0,SOM AI
other,other,ai_generator,none,unknown,chat_voice,1,53,2023,2023-12-03,5,0,Zeniteq
other,other,utility,none,unknown,other,1,37,2023,2023-12-02,4,0,Smash or Pass AI
productivity,other,utility,none,unknown,mobile,1,45,2023,2023-12-02,4,0,PICDA
productivity,students,utility,none,unknown,other,1,41,2023,2023-12-02,116,0,Learniverse
other,other,ai_generator,none,unknown,chat_voice,1,41,2023,2023-12-02,127,0,Dictation
other,other,ai_generator,none,unknown,other,1,44,2023,2023-12-02,272,1,Human or AI by HumanizeAI.com
productivity,other,utility,none,unknown,other,1,55,2023,2023-12-02,182,0,Papper: Scan Handwritten Todos
productivity,developers,utility,none,freemium,api_dev,1,49,2023,2023-12-02,202,0,IdeaNamer.co
other,developers,tracker,none,unknown,web,1,44,2023,2023-12-02,52,0,Localportal
productivity,other,ai_generator,none,unknown,other,1,42,2023,2023-12-02,2,0,Open Spoken Ai
other,other,ai_generator,none,unknown,other,1,52,2023,2023-12-02,123,0,Aispect
other,businesses,ai_assistant,none,unknown,web,1,40,2023,2023-12-02,1,0,besuperhuman.ai
dating_social,other,ai_generator,none,unknown,chat_voice,1,43,2023,2023-12-02,128,0,Flurry AI
other,other,utility,invite_collab,unknown,other,1,58,2023,2023-12-02,3,0,Come Home.ai
dating_social,other,marketplace,community,unknown,chat_voice,1,47,2023,2023-12-02,9,0,OpenGPT.com
other,other,utility,none,unknown,other,1,31,2023,2023-12-02,0,0,ZEUS
mental_health,other,utility,none,unknown,web,1,39,2023,2023-12-01,7,0,Dreamhome
other,developers,utility,none,unknown,api_dev,1,11,2023,2023-12-01,1,0,Universe
productivity,students,social_feed,shareable_output,unknown,other,1,32,2023,2023-12-01,4,0,Study Like Pro [with AI]
other,students,utility,none,freemium,other,1,37,2023,2023-12-01,2,0,OpenML Guide
dating_social,consumers,social_feed,shareable_output,freemium,other,1,50,2023,2023-12-01,4,0,SantaGPT
other,businesses,ai_generator,shareable_output,unknown,web,1,46,2023,2023-12-01,3,0,iCDS - Export
other,developers,utility,none,freemium,web,1,40,2023,2023-12-01,106,0,Ploomber Cloud
productivity,businesses,ai_assistant,none,unknown,chat_voice,1,39,2023,2023-12-01,99,0,ParrotPDF
creator,creators_solo,utility,none,unknown,other,1,19,2023,2023-12-01,2,0,BlockRock.ai
other,businesses,ai_generator,none,freemium,web,1,49,2023,2023-12-01,94,0,depikt's Product Details Generator
other,other,utility,none,unknown,other,1,50,2023,2023-12-01,5,0,Pride and Prejudice and AI
other,developers,utility,none,unknown,api_dev,1,53,2023,2023-12-01,108,0,Summary.sh
ai_agents,developers,ai_generator,none,unknown,mobile,1,46,2023,2023-12-01,138,0,WOV
productivity,consumers,ai_generator,none,subscription,other,1,48,2023,2023-12-01,1,0,Action Plan Generator
productivity,consumers,ai_assistant,none,unknown,chat_voice,1,48,2023,2023-12-01,151,0,Gruntly
productivity,other,tracker,none,freemium,chat_voice,1,44,2023,2023-12-01,254,1,SEO GPT
finance,developers,ai_assistant,none,subscription,api_dev,1,47,2023,2023-12-01,559,1,Flowlie
other,other,utility,none,unknown,other,1,26,2023,2023-12-01,2,0,Neuralgen.ai
productivity,other,utility,none,unknown,other,1,47,2023,2023-12-01,4,0,Unlost AI
productivity,consumers,ai_assistant,none,unknown,chat_voice,1,44,2023,2023-12-01,2,0,Everloop AI
other,developers,utility,none,freemium,chat_voice,1,56,2023,2023-12-01,4,0,JSON To ChatGPT Function Calling Object
other,developers,ai_assistant,none,unknown,api_dev,1,65,2023,2023-12-01,2,0,Mono API: ChatGPT API without token fees
other,other,utility,none,freemium,chat_voice,1,53,2023,2023-12-01,676,1,Dubbing AI
other,other,ai_generator,none,unknown,web,1,45,2023,2023-12-01,1,0,HelpBell
dating_social,consumers,utility,none,unknown,other,1,58,2023,2023-12-01,8,0,Find Common Ground AI
other,other,ai_generator,none,unknown,other,1,54,2023,2023-12-01,1,0,Krikey AI
dating_social,students,utility,none,unknown,web,1,63,2023,2023-12-01,16,0,Reach Best
other,businesses,utility,none,unknown,web,1,47,2023,2023-12-01,128,0,Flavorish
productivity,businesses,utility,none,unknown,other,1,31,2023,2023-12-01,2,0,StartupStudio-AI
finance,developers,utility,none,unknown,chat_voice,1,40,2023,2023-12-01,2,0,BuyMyGPT - Monetize your GPT today!
productivity,developers,utility,community,freemium,api_dev,1,26,2023,2023-12-01,2,0,Advent of Frontend 2023
productivity,businesses,ai_generator,none,unknown,web,1,41,2023,2023-12-01,11,0,Labnote
other,other,tracker,none,unknown,web,1,52,2023,2023-12-01,4,0,AV Dashboard
productivity,businesses,tracker,none,unknown,web,1,40,2023,2023-12-01,6,0,Propwrite
productivity,consumers,social_feed,shareable_output,unknown,other,1,48,2023,2023-12-01,2,0,GPT-Store.app
other,consumers,utility,none,unknown,other,1,32,2023,2023-11-30,3,0,Fitbuilderr
other,businesses,ai_generator,none,subscription,web,1,51,2023,2023-11-30,1,0,Plannit AI
other,developers,ai_assistant,none,unknown,chat_voice,1,48,2023,2023-11-30,6,0,Gpt4sales
other,businesses,tracker,none,unknown,other,1,34,2023,2023-11-30,0,0,LocalPulseIO
other,other,utility,none,unknown,other,1,40,2023,2023-11-30,122,0,VIZ-X
other,businesses,ai_generator,none,unknown,other,1,56,2023,2023-11-30,1,0,Submit Your AI App to 170+ Directories
productivity,other,utility,none,freemium,browser_ext,1,45,2023,2023-11-30,33,0,Blinkpeek
dating_social,other,social_feed,shareable_output,unknown,other,1,53,2023,2023-11-30,1,0,Face Swap AI Photo Reface
dating_social,other,ai_generator,community,unknown,other,1,52,2023,2023-11-30,92,0,Hacker News on Your Wall
other,other,utility,none,unknown,other,1,33,2023,2023-11-30,74,0,CGDream.ai
dating_social,other,social_feed,none,freemium,browser_ext,1,55,2023,2023-11-30,79,0,Profiler
other,developers,ai_assistant,none,unknown,chat_voice,1,56,2023,2023-11-30,81,0,Bind AI
other,consumers,ai_generator,none,unknown,other,1,50,2023,2023-11-30,18,0,AI Content Inspiration
other,developers,tracker,none,unknown,other,1,28,2023,2023-11-30,3,0,Airwiz
other,businesses,marketplace,none,freemium,other,1,35,2023,2023-11-30,1,0,GPT Store [OpenGPT.com]
mental_health,students,marketplace,invite_collab,unknown,web,1,45,2023,2023-11-30,3,0,gpts123
other,developers,utility,none,unknown,web,1,43,2023,2023-11-30,3,0,Ort Web3 Tools
productivity,other,utility,none,unknown,other,1,24,2023,2023-11-30,27,0,Ai Video Summary .top
other,other,ai_generator,shareable_output,freemium,mobile,1,51,2023,2023-11-30,89,0,Asekio
other,businesses,ai_generator,invite_collab,unknown,web,1,47,2023,2023-11-30,91,0,Enif
productivity,developers,ai_generator,invite_collab,unknown,api_dev,1,55,2023,2023-11-30,642,1,The New GitBook
productivity,other,social_feed,shareable_output,unknown,chat_voice,1,50,2023,2023-11-30,68,0,VoiceRec: AI Vocal Recorder
other,businesses,tracker,none,unknown,chat_voice,1,34,2023,2023-11-30,139,0,AskYourDatabase Desktop
other,other,ai_generator,none,unknown,other,1,51,2023,2023-11-30,150,0,Covey Scout Inbound
